FIELD_1,FIELD_3,FIELD_4,FIELD_5,FIELD_6,FIELD_8
California,2014-15,2015,12,50-64 yr,0.3
California,2014-15,2015,13,50-64 yr,1
California,2014-15,2015,14,50-64 yr,0.3
California,2014-15,2015,15,50-64 yr,0.3
California,2014-15,2015,16,50-64 yr,0.1
California,2014-15,2015,17,50-64 yr,0
California,2014-15,2014,40,65+ yr,0
California,2014-15,2014,41,65+ yr,0
California,2014-15,2014,42,65+ yr,0.2
California,2014-15,2014,43,65+ yr,0.4
California,2014-15,2014,44,65+ yr,0.2
California,2014-15,2014,45,65+ yr,0.2
California,2014-15,2014,46,65+ yr,0
California,2014-15,2014,47,65+ yr,0.6
California,2014-15,2014,48,65+ yr,0.2
California,2014-15,2014,49,65+ yr,0.8
California,2014-15,2014,50,65+ yr,1.9
California,2014-15,2014,51,65+ yr,2.1
California,2014-15,2014,52,65+ yr,3.1
California,2014-15,2014,53,65+ yr,8.5
California,2014-15,2015,1,65+ yr,25
California,2014-15,2015,2,65+ yr,28.3
California,2014-15,2015,3,65+ yr,29.4
California,2014-15,2015,4,65+ yr,31.5
California,2014-15,2015,5,65+ yr,32.1
California,2014-15,2015,6,65+ yr,20
California,2014-15,2015,7,65+ yr,10.4
California,2014-15,2015,8,65+ yr,6
California,2014-15,2015,9,65+ yr,6.3
California,2014-15,2015,10,65+ yr,3.1
California,2014-15,2015,11,65+ yr,2.9
California,2014-15,2015,12,65+ yr,2.1
California,2014-15,2015,13,65+ yr,1
California,2014-15,2015,14,65+ yr,1
California,2014-15,2015,15,65+ yr,0.2
California,2014-15,2015,16,65+ yr,0.8
California,2014-15,2015,17,65+ yr,0.6
California,2014-15,2014,40,Overall,0
California,2014-15,2014,41,Overall,0
California,2014-15,2014,42,Overall,0.1
California,2014-15,2014,43,Overall,0.1
California,2014-15,2014,44,Overall,0
California,2014-15,2014,45,Overall,0.1
California,2014-15,2014,46,Overall,0.1
California,2014-15,2014,47,Overall,0.1
California,2014-15,2014,48,Overall,0.1
California,2014-15,2014,49,Overall,0.2
California,2014-15,2014,50,Overall,0.3
California,2014-15,2014,51,Overall,0.4
California,2014-15,2014,52,Overall,0.8
California,2014-15,2014,53,Overall,1.9
California,2014-15,2015,1,Overall,5.1
California,2014-15,2015,2,Overall,5.7
California,2014-15,2015,3,Overall,5.5
California,2014-15,2015,4,Overall,6.3
California,2014-15,2015,5,Overall,5.7
California,2014-15,2015,6,Overall,4
California,2014-15,2015,7,Overall,2.1
California,2014-15,2015,8,Overall,1.4
California,2014-15,2015,9,Overall,1
California,2014-15,2015,10,Overall,0.9
California,2014-15,2015,11,Overall,0.4
California,2014-15,2015,12,Overall,0.5
California,2014-15,2015,13,Overall,0.4
California,2014-15,2015,14,Overall,0.3
California,2014-15,2015,15,Overall,0.2
California,2014-15,2015,16,Overall,0.2
California,2014-15,2015,17,Overall,0.2
California,2015-16,2015,40,0-4 yr,0.5
California,2015-16,2015,41,0-4 yr,0.5
California,2015-16,2015,42,0-4 yr,0
California,2015-16,2015,43,0-4 yr,0
California,2015-16,2015,44,0-4 yr,0
California,2015-16,2015,45,0-4 yr,0
California,2015-16,2015,46,0-4 yr,0
California,2015-16,2015,47,0-4 yr,0.5
California,2015-16,2015,48,0-4 yr,0
California,2015-16,2015,49,0-4 yr,0.5
California,2015-16,2015,50,0-4 yr,0.5
California,2015-16,2015,51,0-4 yr,1.5
California,2015-16,2015,52,0-4 yr,0
California,2015-16,2016,1,0-4 yr,1.5
California,2015-16,2016,2,0-4 yr,1.5
California,2015-16,2016,3,0-4 yr,0.5
California,2015-16,2016,4,0-4 yr,2
California,2015-16,2016,5,0-4 yr,2.9
California,2015-16,2016,6,0-4 yr,2
California,2015-16,2016,7,0-4 yr,3.4
California,2015-16,2016,8,0-4 yr,2.9
California,2015-16,2016,9,0-4 yr,2.5
California,2015-16,2016,10,0-4 yr,3.4
California,2015-16,2016,11,0-4 yr,2.5
California,2015-16,2016,12,0-4 yr,3.9
California,2015-16,2016,13,0-4 yr,0.5
California,2015-16,2016,14,0-4 yr,1.5
California,2015-16,2016,15,0-4 yr,0.5
California,2015-16,2016,16,0-4 yr,1
California,2015-16,2016,17,0-4 yr,1
California,2015-16,2015,40,5-17 yr,0
California,2015-16,2015,41,5-17 yr,0
California,2015-16,2015,42,5-17 yr,0.2
California,2015-16,2015,43,5-17 yr,0
California,2015-16,2015,44,5-17 yr,0
California,2015-16,2015,45,5-17 yr,0
California,2015-16,2015,46,5-17 yr,0
California,2015-16,2015,47,5-17 yr,0
California,2015-16,2015,48,5-17 yr,0.4
California,2015-16,2015,49,5-17 yr,0.2
California,2015-16,2015,50,5-17 yr,0.2
California,2015-16,2015,51,5-17 yr,0.2
California,2015-16,2015,52,5-17 yr,0
California,2015-16,2016,1,5-17 yr,0.2
California,2015-16,2016,2,5-17 yr,0.4
California,2015-16,2016,3,5-17 yr,0.8
California,2015-16,2016,4,5-17 yr,0
California,2015-16,2016,5,5-17 yr,1
California,2015-16,2016,6,5-17 yr,0.8
California,2015-16,2016,7,5-17 yr,1.2
California,2015-16,2016,8,5-17 yr,1.2
California,2015-16,2016,9,5-17 yr,0.8
California,2015-16,2016,10,5-17 yr,1
California,2015-16,2016,11,5-17 yr,1.2
California,2015-16,2016,12,5-17 yr,0.6
California,2015-16,2016,13,5-17 yr,0
California,2015-16,2016,14,5-17 yr,0.4
California,2015-16,2016,15,5-17 yr,0.4
California,2015-16,2016,16,5-17 yr,0.4
California,2015-16,2016,17,5-17 yr,0.2
California,2015-16,2015,40,18-49 yr,0.1
California,2015-16,2015,41,18-49 yr,0.1
California,2015-16,2015,42,18-49 yr,0
California,2015-16,2015,43,18-49 yr,0
California,2015-16,2015,44,18-49 yr,0
California,2015-16,2015,45,18-49 yr,0.1
California,2015-16,2015,46,18-49 yr,0
California,2015-16,2015,47,18-49 yr,0.1
California,2015-16,2015,48,18-49 yr,0
California,2015-16,2015,49,18-49 yr,0.1
California,2015-16,2015,50,18-49 yr,0
California,2015-16,2015,51,18-49 yr,0.1
California,2015-16,2015,52,18-49 yr,0.2
California,2015-16,2016,1,18-49 yr,0.3
California,2015-16,2016,2,18-49 yr,0.4
California,2015-16,2016,3,18-49 yr,0.2
California,2015-16,2016,4,18-49 yr,0.4
California,2015-16,2016,5,18-49 yr,0.3
California,2015-16,2016,6,18-49 yr,1.1
California,2015-16,2016,7,18-49 yr,0.8
California,2015-16,2016,8,18-49 yr,0.8
California,2015-16,2016,9,18-49 yr,0.6
California,2015-16,2016,10,18-49 yr,1
California,2015-16,2016,11,18-49 yr,1.1
California,2015-16,2016,12,18-49 yr,0.6
California,2015-16,2016,13,18-49 yr,0.6
California,2015-16,2016,14,18-49 yr,0.3
California,2015-16,2016,15,18-49 yr,0.2
California,2015-16,2016,16,18-49 yr,0.1
California,2015-16,2016,17,18-49 yr,0.4
California,2015-16,2015,40,50-64 yr,0
California,2015-16,2015,41,50-64 yr,0
California,2015-16,2015,42,50-64 yr,0
California,2015-16,2015,43,50-64 yr,0
California,2015-16,2015,44,50-64 yr,0
California,2015-16,2015,45,50-64 yr,0
California,2015-16,2015,46,50-64 yr,0
California,2015-16,2015,47,50-64 yr,0
California,2015-16,2015,48,50-64 yr,0.1
California,2015-16,2015,49,50-64 yr,0.3
California,2015-16,2015,50,50-64 yr,0.1
California,2015-16,2015,51,50-64 yr,0.1
California,2015-16,2015,52,50-64 yr,0
California,2015-16,2016,1,50-64 yr,1
California,2015-16,2016,2,50-64 yr,0.4
California,2015-16,2016,3,50-64 yr,0.1
California,2015-16,2016,4,50-64 yr,1
California,2015-16,2016,5,50-64 yr,1.9
California,2015-16,2016,6,50-64 yr,1.3
California,2015-16,2016,7,50-64 yr,3
California,2015-16,2016,8,50-64 yr,2.4
California,2015-16,2016,9,50-64 yr,3.6
California,2015-16,2016,10,50-64 yr,1.7
California,2015-16,2016,11,50-64 yr,1.9
California,2015-16,2016,12,50-64 yr,1.4
California,2015-16,2016,13,50-64 yr,2
California,2015-16,2016,14,50-64 yr,1.6
California,2015-16,2016,15,50-64 yr,0.7
California,2015-16,2016,16,50-64 yr,0.4
California,2015-16,2016,17,50-64 yr,0.9
California,2015-16,2015,40,65+ yr,0.4
California,2015-16,2015,41,65+ yr,0.6
California,2015-16,2015,42,65+ yr,0.6
California,2015-16,2015,43,65+ yr,0
California,2015-16,2015,44,65+ yr,0.4
California,2015-16,2015,45,65+ yr,0.2
California,2015-16,2015,46,65+ yr,0.4
California,2015-16,2015,47,65+ yr,0.2
California,2015-16,2015,48,65+ yr,0.6
California,2015-16,2015,49,65+ yr,0.8
California,2015-16,2015,50,65+ yr,0.2
California,2015-16,2015,51,65+ yr,2
California,2015-16,2015,52,65+ yr,1.8
California,2015-16,2016,1,65+ yr,4.2
California,2015-16,2016,2,65+ yr,2.6
California,2015-16,2016,3,65+ yr,1.8
California,2015-16,2016,4,65+ yr,3.8
California,2015-16,2016,5,65+ yr,3
California,2015-16,2016,6,65+ yr,6.6
California,2015-16,2016,7,65+ yr,5
California,2015-16,2016,8,65+ yr,6.6
California,2015-16,2016,9,65+ yr,8.2
California,2015-16,2016,10,65+ yr,8.4
California,2015-16,2016,11,65+ yr,6
California,2015-16,2016,12,65+ yr,5.4
California,2015-16,2016,13,65+ yr,4.6
California,2015-16,2016,14,65+ yr,4.6
California,2015-16,2016,15,65+ yr,2.6
California,2015-16,2016,16,65+ yr,1.2
California,2015-16,2016,17,65+ yr,1.2
California,2015-16,2015,40,Overall,0.1
California,2015-16,2015,41,Overall,0.1
California,2015-16,2015,42,Overall,0.1
California,2015-16,2015,43,Overall,0
California,2015-16,2015,44,Overall,0.1
California,2015-16,2015,45,Overall,0.1
California,2015-16,2015,46,Overall,0.1
California,2015-16,2015,47,Overall,0.1
California,2015-16,2015,48,Overall,0.2
California,2015-16,2015,49,Overall,0.2
California,2015-16,2015,50,Overall,0.1
California,2015-16,2015,51,Overall,0.4
California,2015-16,2015,52,Overall,0.3
California,2015-16,2016,1,Overall,1
California,2015-16,2016,2,Overall,0.8
California,2015-16,2016,3,Overall,0.5
California,2015-16,2016,4,Overall,1
California,2015-16,2016,5,Overall,1.2
California,2015-16,2016,6,Overall,1.9
California,2015-16,2016,7,Overall,2
California,2015-16,2016,8,Overall,2.1
California,2015-16,2016,9,Overall,2.4
California,2015-16,2016,10,Overall,2.3
California,2015-16,2016,11,Overall,2
California,2015-16,2016,12,Overall,1.6
California,2015-16,2016,13,Overall,1.3
California,2015-16,2016,14,Overall,1.2
California,2015-16,2016,15,Overall,0.7
California,2015-16,2016,16,Overall,0.4
California,2015-16,2016,17,Overall,0.6
California,2016-17,2016,40,0-4 yr,0
California,2016-17,2016,41,0-4 yr,0
California,2016-17,2016,42,0-4 yr,0
California,2016-17,2016,43,0-4 yr,0
California,2016-17,2016,44,0-4 yr,0
California,2016-17,2016,45,0-4 yr,1
California,2016-17,2016,46,0-4 yr,0.5
California,2016-17,2016,47,0-4 yr,1.5
California,2016-17,2016,48,0-4 yr,0.5
California,2016-17,2016,49,0-4 yr,2.5
California,2016-17,2016,50,0-4 yr,1.5
California,2016-17,2016,51,0-4 yr,1
California,2016-17,2016,52,0-4 yr,2.9
California,2016-17,2017,1,0-4 yr,3.4
California,2016-17,2017,2,0-4 yr,2.9
California,2016-17,2017,3,0-4 yr,3.4
California,2016-17,2017,4,0-4 yr,2
California,2016-17,2017,5,0-4 yr,2
California,2016-17,2017,6,0-4 yr,2
California,2016-17,2017,7,0-4 yr,2
California,2016-17,2017,8,0-4 yr,0.5
California,2016-17,2017,9,0-4 yr,2
California,2016-17,2017,10,0-4 yr,0.5
California,2016-17,2017,11,0-4 yr,0
California,2016-17,2017,12,0-4 yr,1
California,2016-17,2017,13,0-4 yr,1
California,2016-17,2017,14,0-4 yr,1.5
California,2016-17,2017,15,0-4 yr,0
California,2016-17,2017,16,0-4 yr,1
California,2016-17,2017,17,0-4 yr,0.5
California,2016-17,2016,40,5-17 yr,0
California,2016-17,2016,41,5-17 yr,0.4
California,2016-17,2016,42,5-17 yr,0
California,2016-17,2016,43,5-17 yr,0.2
California,2016-17,2016,44,5-17 yr,0.2
California,2016-17,2016,45,5-17 yr,0
California,2016-17,2016,46,5-17 yr,0
California,2016-17,2016,47,5-17 yr,0
California,2016-17,2016,48,5-17 yr,0
California,2016-17,2016,49,5-17 yr,0
California,2016-17,2016,50,5-17 yr,1
California,2016-17,2016,51,5-17 yr,0.8
California,2016-17,2016,52,5-17 yr,0.4
California,2016-17,2017,1,5-17 yr,0.6
California,2016-17,2017,2,5-17 yr,1.7
California,2016-17,2017,3,5-17 yr,1
California,2016-17,2017,4,5-17 yr,0.6
California,2016-17,2017,5,5-17 yr,0.4
California,2016-17,2017,6,5-17 yr,1.2
California,2016-17,2017,7,5-17 yr,0.2
California,2016-17,2017,8,5-17 yr,0.8
California,2016-17,2017,9,5-17 yr,0.2
California,2016-17,2017,10,5-17 yr,0.4
California,2016-17,2017,11,5-17 yr,0
California,2016-17,2017,12,5-17 yr,0
California,2016-17,2017,13,5-17 yr,0
California,2016-17,2017,14,5-17 yr,0.2
California,2016-17,2017,15,5-17 yr,0
California,2016-17,2017,16,5-17 yr,0
California,2016-17,2017,17,5-17 yr,0
California,2016-17,2016,40,18-49 yr,0
California,2016-17,2016,41,18-49 yr,0
California,2016-17,2016,42,18-49 yr,0.1
California,2016-17,2016,43,18-49 yr,0
California,2016-17,2016,44,18-49 yr,0.1
California,2016-17,2016,45,18-49 yr,0
California,2016-17,2016,46,18-49 yr,0
California,2016-17,2016,47,18-49 yr,0.1
California,2016-17,2016,48,18-49 yr,0.1
California,2016-17,2016,49,18-49 yr,0.6
California,2016-17,2016,50,18-49 yr,0.5
California,2016-17,2016,51,18-49 yr,1
California,2016-17,2016,52,18-49 yr,1.3
California,2016-17,2017,1,18-49 yr,2
California,2016-17,2017,2,18-49 yr,2.1
California,2016-17,2017,3,18-49 yr,1.2
California,2016-17,2017,4,18-49 yr,1.1
California,2016-17,2017,5,18-49 yr,1.1
California,2016-17,2017,6,18-49 yr,0.5
California,2016-17,2017,7,18-49 yr,0.6
California,2016-17,2017,8,18-49 yr,0.2
California,2016-17,2017,9,18-49 yr,0.2
California,2016-17,2017,10,18-49 yr,0.3
California,2016-17,2017,11,18-49 yr,0.1
California,2016-17,2017,12,18-49 yr,0.1
California,2016-17,2017,13,18-49 yr,0.2
California,2016-17,2017,14,18-49 yr,0.1
California,2016-17,2017,15,18-49 yr,0.1
California,2016-17,2017,16,18-49 yr,0.1
California,2016-17,2017,17,18-49 yr,0.1
California,2016-17,2016,40,50-64 yr,0
California,2016-17,2016,41,50-64 yr,0.4
California,2016-17,2016,42,50-64 yr,0.4
California,2016-17,2016,43,50-64 yr,0.1
California,2016-17,2016,44,50-64 yr,0.1
California,2016-17,2016,45,50-64 yr,0.9
California,2016-17,2016,46,50-64 yr,0.7
California,2016-17,2016,47,50-64 yr,0.7
California,2016-17,2016,48,50-64 yr,0.3
California,2016-17,2016,49,50-64 yr,1
California,2016-17,2016,50,50-64 yr,1.1
California,2016-17,2016,51,50-64 yr,2.8
California,2016-17,2016,52,50-64 yr,6.4
California,2016-17,2017,1,50-64 yr,10.1
California,2016-17,2017,2,50-64 yr,10
California,2016-17,2017,3,50-64 yr,8
California,2016-17,2017,4,50-64 yr,3.4
California,2016-17,2017,5,50-64 yr,4.1
California,2016-17,2017,6,50-64 yr,2.7
California,2016-17,2017,7,50-64 yr,1.7
California,2016-17,2017,8,50-64 yr,1.7
California,2016-17,2017,9,50-64 yr,1
California,2016-17,2017,10,50-64 yr,1
California,2016-17,2017,11,50-64 yr,0.6
California,2016-17,2017,12,50-64 yr,0.4
California,2016-17,2017,13,50-64 yr,0.4
California,2016-17,2017,14,50-64 yr,0.7
California,2016-17,2017,15,50-64 yr,0.6
California,2016-17,2017,16,50-64 yr,0.9
California,2016-17,2017,17,50-64 yr,0.4
California,2016-17,2016,40,65+ yr,0.6
California,2016-17,2016,41,65+ yr,1.4
California,2016-17,2016,42,65+ yr,1.8
California,2016-17,2016,43,65+ yr,2.3
California,2016-17,2016,44,65+ yr,2.3
California,2016-17,2016,45,65+ yr,2.1
California,2016-17,2016,46,65+ yr,1.8
California,2016-17,2016,47,65+ yr,1.4
California,2016-17,2016,48,65+ yr,3.1
California,2016-17,2016,49,65+ yr,7
California,2016-17,2016,50,65+ yr,8
California,2016-17,2016,51,65+ yr,16.1
California,2016-17,2016,52,65+ yr,40.1
California,2016-17,2017,1,65+ yr,63
California,2016-17,2017,2,65+ yr,52.1
California,2016-17,2017,3,65+ yr,34.6
California,2016-17,2017,4,65+ yr,24.1
California,2016-17,2017,5,65+ yr,22.9
California,2016-17,2017,6,65+ yr,15
California,2016-17,2017,7,65+ yr,8.2
California,2016-17,2017,8,65+ yr,6.4
California,2016-17,2017,9,65+ yr,6
California,2016-17,2017,10,65+ yr,5.4
California,2016-17,2017,11,65+ yr,3.3
California,2016-17,2017,12,65+ yr,3.7
California,2016-17,2017,13,65+ yr,3.3
California,2016-17,2017,14,65+ yr,3.5
California,2016-17,2017,15,65+ yr,2.7
California,2016-17,2017,16,65+ yr,1.6
California,2016-17,2017,17,65+ yr,2.7
California,2016-17,2016,40,Overall,0.1
California,2016-17,2016,41,Overall,0.3
California,2016-17,2016,42,Overall,0.4
California,2016-17,2016,43,Overall,0.4
California,2016-17,2016,44,Overall,0.4
California,2016-17,2016,45,Overall,0.5
California,2016-17,2016,46,Overall,0.4
California,2016-17,2016,47,Overall,0.5
California,2016-17,2016,48,Overall,0.6
California,2016-17,2016,49,Overall,1.6
California,2016-17,2016,50,Overall,1.8
California,2016-17,2016,51,Overall,3.4
California,2016-17,2016,52,Overall,7.7
California,2016-17,2017,1,Overall,12
California,2016-17,2017,2,Overall,10.6
California,2016-17,2017,3,Overall,7.3
California,2016-17,2017,4,Overall,4.8
California,2016-17,2017,5,Overall,4.7
California,2016-17,2017,6,Overall,3.1
California,2016-17,2017,7,Overall,1.9
California,2016-17,2017,8,Overall,1.5
California,2016-17,2017,9,Overall,1.3
California,2016-17,2017,10,Overall,1.2
California,2016-17,2017,11,Overall,0.6
California,2016-17,2017,12,Overall,0.7
California,2016-17,2017,13,Overall,0.7
California,2016-17,2017,14,Overall,0.8
California,2016-17,2017,15,Overall,0.5
California,2016-17,2017,16,Overall,0.5
California,2016-17,2017,17,Overall,0.5
California,2017-18,2017,40,0-4 yr,0
California,2017-18,2017,41,0-4 yr,0
California,2017-18,2017,42,0-4 yr,0
California,2017-18,2017,43,0-4 yr,0
California,2017-18,2017,44,0-4 yr,0.5
California,2017-18,2017,45,0-4 yr,0
California,2017-18,2017,46,0-4 yr,1
California,2017-18,2017,47,0-4 yr,2.5
California,2017-18,2017,48,0-4 yr,1
California,2017-18,2017,49,0-4 yr,0
California,2017-18,2017,50,0-4 yr,2
California,2017-18,2017,51,0-4 yr,2
California,2017-18,2017,52,0-4 yr,3.9
California,2017-18,2018,1,0-4 yr,2.9
California,2017-18,2018,2,0-4 yr,1
California,2017-18,2018,3,0-4 yr,null
California,2017-18,2017,40,5-17 yr,0
California,2017-18,2017,41,5-17 yr,0
California,2017-18,2017,42,5-17 yr,0
California,2017-18,2017,43,5-17 yr,0
California,2017-18,2017,44,5-17 yr,0
California,2017-18,2017,45,5-17 yr,0.2
California,2017-18,2017,46,5-17 yr,0.4
California,2017-18,2017,47,5-17 yr,0
California,2017-18,2017,48,5-17 yr,0
California,2017-18,2017,49,5-17 yr,0.6
California,2017-18,2017,50,5-17 yr,0.4
California,2017-18,2017,51,5-17 yr,0.4
California,2017-18,2017,52,5-17 yr,1.5
California,2017-18,2018,1,5-17 yr,1.3
California,2017-18,2018,2,5-17 yr,1.5
California,2017-18,2018,3,5-17 yr,null
California,2017-18,2017,40,18-49 yr,0.1
California,2017-18,2017,41,18-49 yr,0
California,2017-18,2017,42,18-49 yr,0
California,2017-18,2017,43,18-49 yr,0.1
California,2017-18,2017,44,18-49 yr,0.1
California,2017-18,2017,45,18-49 yr,0.4
California,2017-18,2017,46,18-49 yr,0.2
California,2017-18,2017,47,18-49 yr,0.2
California,2017-18,2017,48,18-49 yr,0.2
California,2017-18,2017,49,18-49 yr,0.2
California,2017-18,2017,50,18-49 yr,0.5
California,2017-18,2017,51,18-49 yr,1.2
California,2017-18,2017,52,18-49 yr,2.5
California,2017-18,2018,1,18-49 yr,1.5
California,2017-18,2018,2,18-49 yr,0.3
California,2017-18,2018,3,18-49 yr,null
California,2017-18,2017,40,50-64 yr,0.1
California,2017-18,2017,41,50-64 yr,0.1
California,2017-18,2017,42,50-64 yr,0.4
California,2017-18,2017,43,50-64 yr,0.7
California,2017-18,2017,44,50-64 yr,0.1
California,2017-18,2017,45,50-64 yr,0.6
California,2017-18,2017,46,50-64 yr,0.3
California,2017-18,2017,47,50-64 yr,0.6
California,2017-18,2017,48,50-64 yr,0.6
California,2017-18,2017,49,50-64 yr,0.6
California,2017-18,2017,50,50-64 yr,1.7
California,2017-18,2017,51,50-64 yr,5.3
California,2017-18,2017,52,50-64 yr,10.8
California,2017-18,2018,1,50-64 yr,5.1
California,2017-18,2018,2,50-64 yr,0.9
California,2017-18,2018,3,50-64 yr,null
California,2017-18,2017,40,65+ yr,1.2
California,2017-18,2017,41,65+ yr,0.8
California,2017-18,2017,42,65+ yr,2.5
California,2017-18,2017,43,65+ yr,2.7
California,2017-18,2017,44,65+ yr,1.6
California,2017-18,2017,45,65+ yr,2.3
California,2017-18,2017,46,65+ yr,1.6
California,2017-18,2017,47,65+ yr,2.7
California,2017-18,2017,48,65+ yr,2.9
California,2017-18,2017,49,65+ yr,4.7
California,2017-18,2017,50,65+ yr,7.6
California,2017-18,2017,51,65+ yr,22.4
California,2017-18,2017,52,65+ yr,57.8
California,2017-18,2018,1,65+ yr,31.3
California,2017-18,2018,2,65+ yr,4.3
California,2017-18,2018,3,65+ yr,null
California,2017-18,2017,40,Overall,0.2
California,2017-18,2017,41,Overall,0.1
California,2017-18,2017,42,Overall,0.4
California,2017-18,2017,43,Overall,0.5
California,2017-18,2017,44,Overall,0.3
California,2017-18,2017,45,Overall,0.7
California,2017-18,2017,46,Overall,0.5
California,2017-18,2017,47,Overall,0.7
California,2017-18,2017,48,Overall,0.7
California,2017-18,2017,49,Overall,0.9
California,2017-18,2017,50,Overall,1.8
California,2017-18,2017,51,Overall,4.9
California,2017-18,2017,52,Overall,11.8
California,2017-18,2018,1,Overall,6.5
California,2017-18,2018,2,Overall,1.2
California,2017-18,2018,3,Overall,null
,,,,,
Disclaimer:,,,,,
The Influenza Hospitalization Surveillance Network (FluSurv-NET) data are preliminary and subject,,,,,
to change as more data become available. All incidence rates are unadjusted.  FluSurv-NET conducts,,,,,
population-based surveillance for laboratory-confirmed influenza related hospitalizations in,,,,,
children <18 years of age (since 2003-2004 influenza season) and adults (since 2005-2006 influenza,,,,,
season).  The FluSurv-NET covers over 70 counties in the 10 Emerging Infections Program (EIP),,,,,
"states (CA, CO, CT, GA, MD, MN, NM, NY, OR, TN) and additional Influenza Hospitalization",,,,,
Surveillance Project (IHSP) states.   The IHSP began during the 2009-2010 season to enhance,,,,,
"surveillance during the 2009 H1N1 pandemic.  IHSP sites included IA, ID, MI, OK and SD during",,,,,
"2009-2010 season; ID, MI, OH, OK, RI, and UT during the 2010-2011 season; MI, OH, RI, and UT during",,,,,
"the 2011-2012 season; IA, MI, OH, RI, and UT during the 2012-2013 season; and MI, OH, and UT during",,,,,
"the 2013-2014 , 2014-2015 and 2015-2016 seasons.  Cumulative and weekly unadjusted incidence rates",,,,,
"(per 100,000 population) are calculated using the National Center for Health Statistics' (NCHS)",,,,,
population estimates for the counties included in the surveillance catchment area.  The rates,,,,,
"provided are likely to be underestimated as influenza-related hospitalizations can be missed,",,,,,
"either because testing is not performed, or because cases may be attributed to other causes of",,,,,
pneumonia or other common influenza-related complications.,,,,,
